"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-21 23:21:26",1763767286828,"lofi-studio-ma.vercel.app/api/giphy/search","GET","q=lofi%20girl",200,"l8qgl-1763767286616-3f3701f42b0d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/api/giphy/search","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",204,"iad1",138,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBHZ1C6PMF57HVBWDBB37S","Z9bvqC2WzinX",1
"2025-11-21 23:20:08",1763767208402,"lofi-studio-ma.vercel.app/api/weather/current","GET","lat=-31.6434&lon=-60.7147",200,"btkzh-1763767208340-a15742d98e55","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/api/weather/current","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",57,"iad1",124,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFJEJ3Q3JQ900MVXW0ER6","Z9bvqC2WzinX",1
"2025-11-21 23:20:08",1763767208385,"lofi-studio-ma.vercel.app/api/quote","GET","category=focus&lang=en",200,"5l7x5-1763767208323-716c069aac40","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/api/quote","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",14,"iad1",121,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFJE22ZWY6917D1Z98NJZ","mAvOxrsFwVoE",1
"2025-11-21 23:20:08",1763767208383,"lofi-studio-ma.vercel.app/api/auth/session","GET","",200,"5bstg-1763767208323-b12eff4974ab","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",23,"iad1",132,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFJDZVXMRB005JQF9VVPN","K0AFG99OI9gk",1
"2025-11-21 23:20:08",1763767208264,"lofi-studio-ma.vercel.app/api/quote","GET","category=motivation&lang=en",200,"95gnb-1763767208204-8dae7a2c9b74","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/api/quote","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",31,"iad1",121,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFJA880S0DTR9K2S5PCZX","mAvOxrsFwVoE",1
"2025-11-21 23:20:07",1763767207960,"lofi-studio-ma.vercel.app/api/auth/session","GET","",200,"v5pz6-1763767207892-d03d97fc6d6b","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",24,"iad1",130,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFJ0RCPCXJBD60ZFJ973W","K0AFG99OI9gk",1
"2025-11-21 23:20:07",1763767207590,"lofi-studio-ma.vercel.app/api/auth/error","GET","",200,"95gnb-1763767207519-8370e22af8e2","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",37,"iad1",130,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBFHN7SW86552MFAZ8H39T","K0AFG99OI9gk",1
"2025-11-21 23:19:48",1763767188541,"lofi-studio-ma.vercel.app/","GET","",200,"nmjj8-1763767188479-c3d7a3a3d5f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","info","production","main","","lambda","/","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",63,"iad1",129,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBEZ1X8HZHDMRH5849NSZ1","K0AFG99OI9gk",1
"2025-11-21 23:19:30",1763767170999,"lofi-studio-ma.vercel.app/api/google/tasks/lists","GET","",401,"gjccp-1763767170924-8b8a6e3d2c14","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","warning","production","main","","lambda","/api/google/tasks/lists","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",11,"iad1",121,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBEDXQ1V5MX7E0Z0DK01MC","mAvOxrsFwVoE",1
"2025-11-21 23:19:30",1763767170985,"lofi-studio-ma.vercel.app/api/google/calendar/list","GET","",401,"4xfzn-1763767170924-6fdbcf5aa7a3","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0","warning","production","main","","lambda","/api/google/calendar/list","lofi-studio-ma.vercel.app","lofi-studio-ma.vercel.app","dpl_2EvASRSaTNPMFVCAd7zKifTTWhrH",10,"iad1",121,2048,"","prj_JqDTiA2a80bX5jB8tc2EJZtzo7qo","","","01KAMBEDXAGPYEZP205VYJC6C8","mAvOxrsFwVoE",1
